94.7644,24.4148,6.468
99.4653,14.1711,6.468
32.1795,3.84132,6.468
63.0726,85.981,6.468
57.4382,75.7462,6.468
73.5991,65.3664,6.468
36.928,14.0185,6.468
42.1246,85.945,6.468
99.4753,34.6593,6.468
5.24371,55.1079,6.468
42.476,44.8547,6.468
94.7283,65.3195,6.468
0.533955,85.8338,6.468
78.7142,14.1723,6.468
11.0609,24.4748,6.468
84.0439,85.7057,6.468
5.27216,34.6804,6.468
88.9407,75.5264,6.468
5.32637,14.3707,6.468
42.3537,65.4546,6.468
15.6835,75.5259,6.468
10.9603,65.2976,6.468
63.661,3.82894,6.468
67.8707,75.6547,6.468
57.6449,34.5456,6.468
73.8929,24.4478,6.468
31.6824,85.8671,6.468
74.0656,3.85753,6.468
94.7558,44.892,6.468
46.8023,96.2216,6.468
26.255,55.0444,6.468
21.4282,65.2606,6.468
94.674,85.6303,6.468
99.4793,55.125,6.468
47.0223,75.7574,6.468
21.643,24.4533,6.468
25.9367,96.1436,6.468
47.2492,34.53,6.468
31.8782,65.3286,6.468
78.3579,75.5437,6.468
94.812,3.86264,6.468
73.5389,85.8419,6.468
57.3349,96.2684,6.468
52.6193,86.0441,6.468
0.525115,24.4868,6.468
84.4407,3.86886,6.468
3.63398,5.35063,6.468
67.8208,96.1575,6.468
52.9779,24.2418,6.468
26.462,14.1567,6.468
0.520727,44.8743,6.468
15.7453,55.0279,6.468
63.2473,44.8566,6.468
12.0624,4.34144,6.468
67.9388,55.1334,6.468
87.9365,95.6572,6.468
15.8344,34.6308,6.468
96.3649,94.6502,6.468
53.1989,3.77905,6.468
42.5617,24.2541,6.468
15.5619,96.1296,6.468
42.6665,3.73134,6.468
10.9864,44.8444,6.468
21.2885,85.8273,6.468
36.7511,55.1425,6.468
78.474,55.1831,6.468
47.3809,13.9563,6.468
68.318,14.1323,6.468
84.1681,65.3687,6.468
52.7506,65.4698,6.468
68.119,34.6735,6.468
47.1473,55.1588,6.468
32.1298,24.3446,6.468
89.012,55.154,6.468
36.8538,34.5704,6.468
78.5699,34.7387,6.468
15.9546,14.2932,6.468
36.341,96.1694,6.468
57.5229,55.1452,6.468
26.1043,75.5535,6.468
84.2534,44.9703,6.468
26.4005,34.6321,6.468
21.5268,44.818,6.468
21.9163,4.02953,6.468
89.0355,34.7023,6.468
78.0834,95.9709,6.468
73.7449,44.958,6.468
10.906,85.8236,6.468
84.3142,24.4722,6.468
63.453,24.3679,6.468
57.877,14.0539,6.468
5.23408,75.5879,6.468
99.4751,75.5137,6.468
0.524097,65.3413,6.468
89.094,14.1774,6.468
63.1456,65.4299,6.468
36.5461,75.6325,6.468
5.18983,96.1399,6.468
52.8508,44.8422,6.468
32.0591,44.8663,6.468
